dataset,node_id,source_file,body_type,is_in_duplicate_pair,is_in_duplicate_or_included_pair,text_preview
KMT all_notes FR,dita_document:a8d5b7b387a6b4607aa1,KA-04593_note_0012.dita,document,no,no,Note AVERTISSEMENT : Ne contactez pas les parties ou les enfants directement si le demandeur a répondu Non .
KMT all_notes FR,dita_document:1330b8c0605ca89c12d8,KA-01374_note_0002.dita,document,yes,yes,"Note Alerte de la SV : Pour rembourser des montants excédentaires d’une rentrée de fonds ou d'une retenue avant la migration au SERTI/SMGP, consultez Plus-payés, Remises et Radiations (Procédures opérationnelles de la SV). Plus-payés, Remises et Radiations Plus-payés, Remises et Radiations"
KMT all_notes FR,dita_document:fe7498cfae39ead28f0b,KA-05078_note_0003.dita,document,no,no,"Note Remarque : Si le demandeur présente sa demande tôt et décède avant de rencontrer l’âge applicable, utilisez la lettre SV, SV-SRG, ALC, ALCS - Décès avant la date d'entrée en vigueur, tierce partie (ISS0119) pour refuser la demande, car le demandeur est décédé avant la date d’entrée en vigueur."
KMT all_notes FR,dita_document:d4cb6bb02ed972881415,KA-03539_note_0002.dita,document,yes,yes,Callout [[(M1 × A) + (M2 × B) + (M3 × C) + (M4 × D) + (M5 × E) + (M6 × F) / R] × T
KMT all_notes FR,dita_document:3eb9c944e8604f07385b,KA-05488_note_0014.dita,document,no,no,"Note Remarque : Ne cliquez pas sur Enregistrer et suivant . Lorsque vous cliquez sur Enregistrer et suivant , vous pouvez mettre fin à tous les dossiers de preuves existants. Il s'agit d'une fonctionnalité par défaut dans Cúram. Vous devez cliquer sur Enregistrer et fermer pour ajouter un nouveau dossier, puis revenir en arrière et modifier le dossier en suivant les étapes de la section Modifier les renseignements de pièces d'identité ci-dessous pour mettre fin aux preuves précédentes."
KMT all_notes FR,dita_document:f51b829a8dafb052e921,KA-05148_note_0002.dita,document,yes,yes,"Note Remarque : Si des renseignements fournis sur le formulaire de demande ne peuvent pas être vérifiés, ajoutez la remarque suivante à la section 4.9 du formulaire de liaison : « Veuillez noter que les renseignements se trouvant sur le formulaire de demande ci-joint ont été vérifiés par Service Canada seulement si les renseignements se trouvent sur ce formulaire de liaison ou s'ils sont joints à des documents justificatifs. »."
KMT all_notes FR,dita_document:54bca850869a24b52340,KA-01445_note_0006.dita,document,no,no,Note Remarque : Vous devez confirmer le nom si le chèque nul ne contient pas le nom du client ou si le client n'a pas fourni le ou les noms du titulaire du compte sur le formulaire de demande de dépôt direct.
KMT all_notes FR,dita_document:fc0aba9f99eca5368a05,KA-05622_note_0001.dita,document,yes,yes,"Note Remarque : Si aucune réponse n'est reçue après 5 jours ouvrables, effectuez les étapes suivantes : Prolongez la période de rappel de 5 jours ouvrables supplémentaires et demandez au chef d'équipe d'envoyer un courriel de suivi avec l'indicateur Haute importance à la boîte de réception générale du centre de traitement régional de la SV en fonction du BCON du client. Consultez Emplacements des centres de traitement lien externe . Emplacements des centres de traitement Si aucune réponse n'est "
KMT all_notes FR,dita_document:db5b916c5c06d740b2dd,KA-05449_note_0008.dita,document,no,yes,Note Remarque : Cúram détermine la tâche qui peut vous être réservée en fonction des correspondances avec votre langue.
KMT all_notes FR,dita_document:2148ef0b20bd1a2112f4,KA-04346_note_0038.dita,document,no,no,"Note Avertissement : Les autres affections suivantes ne sont pas incluses, la schizophrénie simple (295.0), schizoïde avec psychose/ trouble schizo-affectif (295.7) et trouble de la personnalité schizoïde (301.2)."
KMT all_notes FR,dita_document:f4982c7f56eabb5bc8bc,KA-05501_note_0038.dita,document,no,no,Note Remarque : Les files d'attente de travail suivantes ne sont pas utilisées pour la gestion de la charge de travail et ne sont donc pas surveillées. Ne transmettez pas de tâches à ces files d'attente : File d'attente de travail des demandes prêtes pour la détermination Expertise opérationnelle – Français Expertise opérationnelle – Anglais Demandes de retour d'appel Base Liste d'attente de travail des demandes soumises en ligne PR Intégrité N1 PR N1 Liste d'attente de traitement des dossiers d
KMT all_notes FR,dita_document:70d960a64e8d8c461fb0,KA-05092_note_0002.dita,document,yes,yes,"Note Remarque : Si vous fournissez une date protégée en fonction d'une demande de l'institution étrangère, la date est fournie dans la section 4.8."
KMT all_notes FR,dita_document:68d3f322cbc605db595d,KA-05132_note_0009.dita,document,yes,yes,"Note Remarque : Si vous fournissez une date protégée en fonction d’une demande de l’institution étrangère, la date est fournie dans la section 4.8."
KMT all_notes FR,dita_document:5ad2f950296df4d309d0,KA-05461_note_0001.dita,document,no,no,"Note Remarque : Lorsque vous appliquez un moins-payé ou des arrérages à plusieurs plus-payés, vous devez créer une compensation distincte pour chaque plus-payé. Ne complétez pas la compensation avant d'avoir terminé la création de toutes les compensations."
KMT all_notes FR,dita_document:b127d068c13b3dc13942,KA-05422_note_0004.dita,document,yes,yes,"Note Remarque : Si l'outil du calculateur d'option Excel a été utilisé pour calculer l'estimation existante et qu'une preuve de remplacement a été ajoutée dans Cúram, vous devrez saisisr une preuve de la Déclaration du revenu prévu , si cela n'a pas déjà été fait. Une fois que tous les renseignements applicables sont ajoutés à Cúram pour permettre de calculer l'estimation, supprimez la preuve de remplacement. Consultez Preuve de remplacement de l’admissibilité et du montant auquel la personne a "
KMT all_notes FR,dita_document:869937df98313f2606a9,KA-04697_note_0006.dita,document,yes,yes,Note Rappel : Assurez-vous d'être dans le bon compte client.
KMT all_notes FR,dita_document:4a6f55cfea4015b52135,KA-05452_note_0004.dita,document,no,no,Note Remarque : Une valeur vide dans le champ de pourcentage sera définie à 0 % par défaut.
KMT all_notes FR,dita_document:135b16952365b1f2dbc0,KA-04319_note_0001.dita,document,no,no,"Note Remarque : À l’heure actuelle, l’OGS contient les directives procédurales du RPC seulement. Les procédures de la SV, du PPIRPC et des Opérations internationales seront disponibles à une date de relâche ultérieure. De plus, l'OGS inclut du contenu relatifs aux politiques opérationnelles de la SV, du RPC et du PPIRPC."
KMT all_notes FR,dita_document:dfb77bdbe080d4e98133,KA-05502_note_0006.dita,document,yes,yes,Note Remarque : Ces déclencheurs mettent à jour le(s) plus-payé(s) et la (les) retenue(s) existante(s) en recalculant le montant maximal de la retenue.
KMT all_notes FR,dita_document:c83c5438b47227f33fd5,KA-04707_note_0004.dita,document,yes,yes,Note Rappel : Le SRG du pensionné devra être ajusté à compter de la date d'entrée en vigueur de la prestation de SRG ou d' ALC de l'époux ou du conjoint de fait.
KMT all_notes FR,dita_document:d11030e022c2eccdc6ce,KA-05052_note_0027.dita,document,yes,yes,"Note Remarque : Avisez la tierce partie en envoyant manuellement la lettre d'admissibilité pertinente. Consultez Correspondance – créer, mettre à jour et vérifier l'état dans Cúram (démarche) Correspondance – créer, mettre à jour et vérifier l'état dans Cúram (démarche)"
KMT all_notes FR,dita_document:ec95ac8eae5eebb7f3d8,KA-02323_note_0005.dita,document,no,no,"Note Remarque : Comme le débiteur de tierce partie reçoit maintenant des prestations, Cúram calculera automatiquement le taux de recouvrement en fonction du montant maximum de déduction."
KMT all_notes FR,dita_document:154e5021bbf88c68f56d,KA-05118_note_0012.dita,document,yes,yes,Note Remarque : Les périodes de prestations d’INV fournies dans cette section doivent être fournies séparément des cotisations au RPC et une note doit être ajoutée à la section 4.4 afin d’indiquer les périodes de prestation d’INV exactes.
KMT all_notes FR,dita_document:4dbbbe2d92224e2a4067,KA-04468_note_0007.dita,document,no,no,Note Remarque : Le Ministère verse des prestations seulement aux gardiens de biens au nom des personnes incapables.
KMT all_notes FR,dita_document:8e1a4b60ee7a0470a7bf,KA-05449_note_0003.dita,document,no,no,Note Remarque : Vous ne recevrez pas de tâches par l'entremise de l'attribution automatique si vous n'avez pas configuré vos compétences.
KMT all_notes FR,dita_document:5f6360506bcfcb425d46,KA-04305_note_0009.dita,document,no,no,"Note Remarque : Si un parent ou un tuteur n'est pas en mesure de compléter le deuxième formulaire, des formulaires dedéclarations écritesprovenant de tierces parties (p. ex. enseignants, fournisseurs de soins de santé) seront acceptées. Ces documents doivent décrire la relation qui existe entre ces tierces parties qui agissent à titre de témoins entre le cotisant et l'enfant."
KMT all_notes FR,dita_document:d082a58053b0ad7f8b31,KA-05449_note_0002.dita,document,no,no,Note Remarque : Les tâches liées à l'intégrité ne sont pas attribuées automatiquement. Les tâches à la Direction générale des services d'intégrité (DGSI) seront attribuées manuellement par l'équipe responsable de l'attribution de la charge de travail de la région de la DGSI.
KMT all_notes FR,dita_document:d46cc544cf384ab416da,KA-04736_note_0012.dita,document,no,no,Note Remarque : Le filtre n’est pas sensible à la case.
KMT all_notes FR,dita_document:5d5e1eaf6bd4fdd26772,KA-05494_note_0010.dita,document,yes,yes,"Note Remarque : N'utilisez la fonction Supprimer que dans des circonstances exceptionnelles (p. ex. lorsque les renseignements ont été consignés sur un dossier de client incorrect). En général, la fonction Modifier est utilisée pour gérer la preuve existante."
KMT all_notes FR,dita_document:c9cbf3199032b5a9a004,KA-01135_note_0002.dita,document,no,no,Note AVERTISSEMENT : Ne changez pas l'état de l'article de travail à Complété .
KMT all_notes FR,dita_document:e5b59f35e3bc901d00d2,KA-01571_note_0005.dita,document,yes,yes,Note Remarque : La prestation d'enfant pour un enfant -18 ans sera versée à la personne ou à l'agence investie de la responsabilité décisionnelle et du temps parental de l'enfant.
KMT all_notes FR,dita_document:baded6a7f14d74f2e446,KA-04526_note_0010.dita,document,no,no,"Note Remarque : Des règles spéciales s'appliquent aux prestations supplémentaires de la SV (SRG, ALC , ALCS ) pour les immigrants parrainés et non parrainés. Les immigrants parrainés qui ont moins de 10 ans de résidence ne sont pas admissibles à des prestations durant la période de parrainage. Un immigrant non parrainé qui a moins de 10 ans de résidence peut être admissible à des prestations au prorata calculées en fonction des périodes de résidence accumulées à ce jour."
KMT all_notes FR,dita_document:a6454d6ddebc173f04b7,KA-05145_note_0011.dita,document,yes,yes,"Note Remarque : Si des renseignements fournis sur le formulaire de demande ne peuvent pas être vérifiés, ajoutez la remarque suivante à la section 4.9 du formulaire de liaison : « Veuillez noter que les renseignements se trouvant sur le formulaire de demande ci-joint ont été vérifiés par Service Canada seulement si les renseignements se trouvent sur ce formulaire de liaison ou s'ils sont joints à des documents justificatifs. »."
KMT all_notes FR,dita_document:74d17f632d6a0c7bd0da,KA-05482_note_0009.dita,document,yes,yes,"Note Remarque : Cúram affiche des renseignements préremplis(nom de la rue, numéro municipal, ville ou village, province, pays et code postal)à la page Adresse résidentielle. Vous devez vérifier et mettre à jources renseignements, le cas échéant."
KMT all_notes FR,dita_document:191d2d2794816b1e7696,KA-05379_note_0001.dita,document,yes,yes,"Note Remarque : Si un compte de conjoint non pensionné (CNP) est associé au compte de la personne sélectionnée, le compte CNP doit être annulé en premier."
KMT all_notes FR,dita_document:4f7c1917a9cbf2db5b2a,KA-01393_note_0006.dita,document,yes,yes,"Note Remarque : Si vous avez choisi Autre demandeur dans le champ Relation au client , la boîte Preuves documentaires ne s'ouvrira pas ."
KMT all_notes FR,dita_document:f6b4aff5796d3295641c,KA-05531_note_0005.dita,document,yes,yes,"Note Alerte de pénalité administrative : Cette procédure est réservée au personnel désigné des pénalités. Pour vous assurer d'être autorisé à poursuivre, consultez la Liste des contacts désignés pour les pénalités Lien de téléchargement (PDF, 96 Ko). Liste des contacts désignés pour les pénalités Liste des contacts désignés pour les pénalités"
